,index,date,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
4578,4579,2011-07-14,2,0,7,16,0,4,1,1,0.76,0.33,0.1343,274
4579,4580,2011-07-14,2,0,7,17,0,4,1,1,0.74,0.37,0.1343,595
4580,4581,2011-07-14,2,0,7,18,0,4,1,1,0.72,0.42,0.194,578
4581,4582,2011-07-14,2,0,7,19,0,4,1,1,0.72,0.39,0.2239,400
4582,4583,2011-07-14,2,0,7,20,0,4,1,1,0.7,0.42,0.2239,348
4583,4584,2011-07-14,2,0,7,21,0,4,1,1,0.66,0.5,0.1343,261
4584,4585,2011-07-14,2,0,7,22,0,4,1,1,0.64,0.57,0.0896,176
4585,4586,2011-07-14,2,0,7,23,0,4,1,1,0.64,0.65,0.2537,124
4586,4587,2011-07-15,2,0,7,0,0,5,1,1,0.62,0.73,0.2239,80
4587,4588,2011-07-15,2,0,7,1,0,5,1,1,0.62,0.73,0.194,20
4588,4589,2011-07-15,2,0,7,2,0,5,1,1,0.6,0.78,0.1642,38
4589,4590,2011-07-15,2,0,7,3,0,5,1,1,0.6,0.73,0.194,7
4590,4591,2011-07-15,2,0,7,4,0,5,1,1,0.6,0.73,0.1642,10
4591,4592,2011-07-15,2,0,7,5,0,5,1,1,0.6,0.73,0.1343,23
4592,4593,2011-07-15,2,0,7,6,0,5,1,2,0.6,0.73,0.1045,120
4593,4594,2011-07-15,2,0,7,7,0,5,1,1,0.64,0.65,0.1045,274
4594,4595,2011-07-15,2,0,7,8,0,5,1,1,0.64,0.65,0.2537,564
4595,4596,2011-07-15,2,0,7,9,0,5,1,1,0.68,0.54,0.194,207
4596,4597,2011-07-15,2,0,7,10,0,5,1,2,0.66,0.61,0.1642,166
4597,4598,2011-07-15,2,0,7,11,0,5,1,1,0.7,0.54,0.1343,210
4598,4599,2011-07-15,2,0,7,12,0,5,1,1,0.7,0.48,0.194,238
4599,4600,2011-07-15,2,0,7,13,0,5,1,1,0.7,0.54,0.194,247
4600,4601,2011-07-15,2,0,7,14,0,5,1,1,0.7,0.51,0.194,265
4601,4602,2011-07-15,2,0,7,15,0,5,1,1,0.72,0.45,0.1642,237
4602,4603,2011-07-15,2,0,7,16,0,5,1,1,0.72,0.51,0.194,361
4603,4604,2011-07-15,2,0,7,17,0,5,1,1,0.74,0.42,0.2537,587
4604,4605,2011-07-15,2,0,7,18,0,5,1,1,0.72,0.45,0.2239,496
4605,4606,2011-07-15,2,0,7,19,0,5,1,1,0.7,0.45,0.2239,394
4606,4607,2011-07-15,2,0,7,20,0,5,1,1,0.7,0.51,0.2239,343
4607,4608,2011-07-15,2,0,7,21,0,5,1,1,0.66,0.54,0.1045,261
4608,4609,2011-07-15,2,0,7,22,0,5,1,1,0.66,0.57,0.2239,223
4609,4610,2011-07-15,2,0,7,23,0,5,1,1,0.64,0.61,0.1642,167
4610,4611,2011-07-16,2,0,7,0,0,6,0,1,0.62,0.65,0.194,110
4611,4612,2011-07-16,2,0,7,1,0,6,0,1,0.6,0.69,0.1045,75
4612,4613,2011-07-16,2,0,7,2,0,6,0,1,0.6,0.73,0.1343,58
4613,4614,2011-07-16,2,0,7,3,0,6,0,1,0.6,0.78,0.1343,26
4614,4615,2011-07-16,2,0,7,4,0,6,0,1,0.6,0.73,0.0896,16
4615,4616,2011-07-16,2,0,7,5,0,6,0,1,0.58,0.78,0.0896,10
4616,4617,2011-07-16,2,0,7,6,0,6,0,1,0.6,0.78,0.1642,37
4617,4618,2011-07-16,2,0,7,7,0,6,0,1,0.62,0.73,0.1343,52
4618,4619,2011-07-16,2,0,7,8,0,6,0,1,0.66,0.65,0.1642,127
4619,4620,2011-07-16,2,0,7,9,0,6,0,1,0.7,0.54,0.2239,222
4620,4621,2011-07-16,2,0,7,10,0,6,0,1,0.72,0.54,0.194,322
4621,4622,2011-07-16,2,0,7,11,0,6,0,1,0.74,0.48,0.2239,396
4622,4623,2011-07-16,2,0,7,12,0,6,0,1,0.76,0.43,0.2836,463
4623,4624,2011-07-16,2,0,7,13,0,6,0,1,0.76,0.45,0.2985,497
4624,4625,2011-07-16,2,0,7,14,0,6,0,1,0.74,0.45,0.2985,433
4625,4626,2011-07-16,2,0,7,15,0,6,0,1,0.76,0.45,0.3284,428
4626,4627,2011-07-16,2,0,7,16,0,6,0,1,0.76,0.45,0.2836,425
4627,4628,2011-07-16,2,0,7,17,0,6,0,1,0.76,0.45,0.2239,475
4628,4629,2011-07-16,2,0,7,18,0,6,0,1,0.76,0.45,0.2836,428
4629,4630,2011-07-16,2,0,7,19,0,6,0,1,0.74,0.48,0.194,406
4630,4631,2011-07-16,2,0,7,20,0,6,0,1,0.72,0.51,0.2239,296
4631,4632,2011-07-16,2,0,7,21,0,6,0,1,0.7,0.58,0.2239,252
4632,4633,2011-07-16,2,0,7,22,0,6,0,1,0.7,0.65,0.2836,201
4633,4634,2011-07-16,2,0,7,23,0,6,0,1,0.68,0.61,0.2239,168
4634,4635,2011-07-17,2,0,7,0,0,0,0,1,0.66,0.65,0.2239,125
4635,4636,2011-07-17,2,0,7,1,0,0,0,1,0.64,0.69,0.194,102
4636,4637,2011-07-17,2,0,7,2,0,0,0,1,0.64,0.69,0.2239,94
4637,4638,2011-07-17,2,0,7,3,0,0,0,1,0.64,0.69,0.2239,47
4638,4639,2011-07-17,2,0,7,4,0,0,0,1,0.62,0.73,0.1642,10
4639,4640,2011-07-17,2,0,7,5,0,0,0,1,0.64,0.69,0.2239,12
4640,4641,2011-07-17,2,0,7,6,0,0,0,1,0.62,0.73,0.1642,21
4641,4642,2011-07-17,2,0,7,7,0,0,0,1,0.64,0.73,0.1642,50
4642,4643,2011-07-17,2,0,7,8,0,0,0,1,0.68,0.65,0.2239,118
4643,4644,2011-07-17,2,0,7,9,0,0,0,1,0.72,0.58,0.2239,184
4644,4645,2011-07-17,2,0,7,10,0,0,0,1,0.74,0.6,0.2239,304
4645,4646,2011-07-17,2,0,7,11,0,0,0,1,0.76,0.55,0.2836,391
4646,4647,2011-07-17,2,0,7,12,0,0,0,1,0.76,0.55,0.2836,420
4647,4648,2011-07-17,2,0,7,13,0,0,0,1,0.8,0.49,0.2985,472
4648,4649,2011-07-17,2,0,7,14,0,0,0,1,0.8,0.49,0.3582,430
4649,4650,2011-07-17,2,0,7,15,0,0,0,1,0.82,0.43,0.2985,324
4650,4651,2011-07-17,2,0,7,16,0,0,0,1,0.8,0.46,0.2985,317
4651,4652,2011-07-17,2,0,7,17,0,0,0,1,0.8,0.49,0.3881,369
4652,4653,2011-07-17,2,0,7,18,0,0,0,1,0.8,0.46,0.2985,390
4653,4654,2011-07-17,2,0,7,19,0,0,0,1,0.76,0.55,0.2836,379
4654,4655,2011-07-17,2,0,7,20,0,0,0,1,0.76,0.58,0.2537,262
4655,4656,2011-07-17,2,0,7,21,0,0,0,1,0.74,0.62,0.2239,207
4656,4657,2011-07-17,2,0,7,22,0,0,0,1,0.72,0.66,0.2239,181
4657,4658,2011-07-17,2,0,7,23,0,0,0,1,0.7,0.74,0.1343,93
4658,4659,2011-07-18,2,0,7,0,0,1,1,1,0.7,0.74,0.1343,51
4659,4660,2011-07-18,2,0,7,1,0,1,1,1,0.7,0.74,0.2239,25
4660,4661,2011-07-18,2,0,7,2,0,1,1,1,0.66,0.83,0.2239,10
4661,4662,2011-07-18,2,0,7,3,0,1,1,1,0.66,0.78,0.194,7
4662,4663,2011-07-18,2,0,7,4,0,1,1,1,0.64,0.78,0.1642,4
4663,4664,2011-07-18,2,0,7,5,0,1,1,1,0.64,0.78,0.1045,17
4664,4665,2011-07-18,2,0,7,6,0,1,1,1,0.64,0.83,0.1045,105
4665,4666,2011-07-18,2,0,7,7,0,1,1,1,0.68,0.74,0.2239,277
4666,4667,2011-07-18,2,0,7,8,0,1,1,1,0.7,0.7,0.194,347
4667,4668,2011-07-18,2,0,7,9,0,1,1,1,0.74,0.67,0.2239,203
4668,4669,2011-07-18,2,0,7,10,0,1,1,1,0.76,0.62,0.194,130
4669,4670,2011-07-18,2,0,7,11,0,1,1,1,0.8,0.55,0.0896,141
4670,4671,2011-07-18,2,0,7,12,0,1,1,1,0.8,0.59,0.194,165
4671,4672,2011-07-18,2,0,7,13,0,1,1,1,0.82,0.56,0.2537,152
4672,4673,2011-07-18,2,0,7,14,0,1,1,1,0.82,0.56,0.3284,138
4673,4674,2011-07-18,2,0,7,15,0,1,1,1,0.84,0.53,0.3284,164
4674,4675,2011-07-18,2,0,7,16,0,1,1,1,0.84,0.53,0.2836,265
4675,4676,2011-07-18,2,0,7,17,0,1,1,1,0.84,0.49,0.3284,545
4676,4677,2011-07-18,2,0,7,18,0,1,1,1,0.82,0.49,0.3582,558
4677,4678,2011-07-18,2,0,7,19,0,1,1,1,0.8,0.55,0.2239,398
4678,4679,2011-07-18,2,0,7,20,0,1,1,1,0.78,0.59,0.2239,323
4679,4680,2011-07-18,2,0,7,21,0,1,1,1,0.74,0.66,0.194,202
4680,4681,2011-07-18,2,0,7,22,0,1,1,1,0.76,0.66,0.2239,140
4681,4682,2011-07-18,2,0,7,23,0,1,1,1,0.74,0.66,0.1642,91
4682,4683,2011-07-19,2,0,7,0,0,2,1,1,0.74,0.66,0.1045,51
4683,4684,2011-07-19,2,0,7,1,0,2,1,2,0.74,0.66,0.1343,13
4684,4685,2011-07-19,2,0,7,2,0,2,1,1,0.72,0.7,0.1642,13
4685,4686,2011-07-19,2,0,7,3,0,2,1,1,0.72,0.7,0.1642,3
4686,4687,2011-07-19,2,0,7,4,0,2,1,1,0.72,0.7,0.1343,5
4687,4688,2011-07-19,2,0,7,5,0,2,1,2,0.7,0.74,0.1045,19
4688,4689,2011-07-19,2,0,7,6,0,2,1,2,0.72,0.74,0.1045,134
4689,4690,2011-07-19,2,0,7,7,0,2,1,2,0.74,0.7,0.1642,315
4690,4691,2011-07-19,2,0,7,8,0,2,1,2,0.76,0.7,0.1642,412
4691,4692,2011-07-19,2,0,7,9,0,2,1,2,0.8,0.63,0.1343,199
4692,4693,2011-07-19,2,0,7,10,0,2,1,2,0.82,0.56,0.1642,141
4693,4694,2011-07-19,2,0,7,11,0,2,1,1,0.82,0.59,0.0,127
4694,4695,2011-07-19,2,0,7,12,0,2,1,1,0.84,0.56,0.0896,153
4695,4696,2011-07-19,2,0,7,13,0,2,1,1,0.86,0.53,0.1045,172
4696,4697,2011-07-19,2,0,7,14,0,2,1,1,0.86,0.5,0.194,152
4697,4698,2011-07-19,2,0,7,15,0,2,1,1,0.88,0.44,0.194,158
4698,4699,2011-07-19,2,0,7,16,0,2,1,1,0.9,0.42,0.2985,277
4699,4700,2011-07-19,2,0,7,17,0,2,1,1,0.8,0.66,0.0,513
4700,4701,2011-07-19,2,0,7,18,0,2,1,1,0.8,0.66,0.1343,530
4701,4702,2011-07-19,2,0,7,19,0,2,1,1,0.76,0.75,0.194,388
4702,4703,2011-07-19,2,0,7,20,0,2,1,1,0.74,0.74,0.0896,277
4703,4704,2011-07-19,2,0,7,21,0,2,1,1,0.74,0.74,0.1343,241
4704,4705,2011-07-19,2,0,7,22,0,2,1,1,0.74,0.74,0.0,156
4705,4706,2011-07-19,2,0,7,23,0,2,1,3,0.72,0.79,0.1642,92
4706,4707,2011-07-20,2,0,7,0,0,3,1,1,0.7,0.84,0.1045,40
4707,4708,2011-07-20,2,0,7,1,0,3,1,1,0.7,0.84,0.0,11
4708,4709,2011-07-20,2,0,7,2,0,3,1,1,0.7,0.84,0.0,9
4709,4710,2011-07-20,2,0,7,3,0,3,1,1,0.7,0.84,0.1045,6
4710,4711,2011-07-20,2,0,7,4,0,3,1,1,0.68,0.83,0.0,4
4711,4712,2011-07-20,2,0,7,5,0,3,1,1,0.68,0.83,0.1045,23
4712,4713,2011-07-20,2,0,7,6,0,3,1,2,0.68,0.89,0.1045,116
4713,4714,2011-07-20,2,0,7,7,0,3,1,2,0.7,0.84,0.1045,303
4714,4715,2011-07-20,2,0,7,8,0,3,1,1,0.74,0.74,0.0,438
4715,4716,2011-07-20,2,0,7,9,0,3,1,1,0.74,0.7,0.0896,209
4716,4717,2011-07-20,2,0,7,10,0,3,1,1,0.76,0.7,0.0,110
4717,4718,2011-07-20,2,0,7,11,0,3,1,1,0.8,0.63,0.0896,142
4718,4719,2011-07-20,2,0,7,12,0,3,1,1,0.82,0.59,0.0,149
4719,4720,2011-07-20,2,0,7,13,0,3,1,1,0.84,0.56,0.194,120
4720,4721,2011-07-20,2,0,7,14,0,3,1,1,0.86,0.53,0.2239,127
4721,4722,2011-07-20,2,0,7,15,0,3,1,1,0.86,0.5,0.1642,138
4722,4723,2011-07-20,2,0,7,16,0,3,1,1,0.84,0.56,0.0,234
4723,4724,2011-07-20,2,0,7,17,0,3,1,1,0.84,0.59,0.194,455
4724,4725,2011-07-20,2,0,7,18,0,3,1,1,0.84,0.59,0.2239,497
4725,4726,2011-07-20,2,0,7,19,0,3,1,1,0.82,0.67,0.1642,382
4726,4727,2011-07-20,2,0,7,20,0,3,1,1,0.8,0.75,0.2239,309
4727,4728,2011-07-20,2,0,7,21,0,3,1,1,0.8,0.66,0.1642,242
4728,4729,2011-07-20,2,0,7,22,0,3,1,1,0.78,0.7,0.2239,169
4729,4730,2011-07-20,2,0,7,23,0,3,1,1,0.76,0.75,0.2537,99
4730,4731,2011-07-21,2,0,7,0,0,4,1,2,0.76,0.75,0.194,42
4731,4732,2011-07-21,2,0,7,1,0,4,1,2,0.74,0.84,0.2239,21
4732,4733,2011-07-21,2,0,7,2,0,4,1,2,0.74,0.84,0.2239,6
4733,4734,2011-07-21,2,0,7,3,0,4,1,2,0.74,0.79,0.1343,6
4734,4735,2011-07-21,2,0,7,4,0,4,1,2,0.72,0.84,0.1045,4
4735,4736,2011-07-21,2,0,7,5,0,4,1,2,0.72,0.84,0.1045,18
4736,4737,2011-07-21,2,0,7,6,0,4,1,2,0.72,0.84,0.1045,117
4737,4738,2011-07-21,2,0,7,7,0,4,1,2,0.74,0.84,0.1343,274
4738,4739,2011-07-21,2,0,7,8,0,4,1,2,0.76,0.79,0.1642,381
4739,4740,2011-07-21,2,0,7,9,0,4,1,2,0.8,0.75,0.2537,200
4740,4741,2011-07-21,2,0,7,10,0,4,1,2,0.82,0.71,0.2239,78
4741,4742,2011-07-21,2,0,7,11,0,4,1,2,0.86,0.63,0.2985,106
4742,4743,2011-07-21,2,0,7,12,0,4,1,1,0.88,0.56,0.3284,135
4743,4744,2011-07-21,2,0,7,13,0,4,1,1,0.88,0.56,0.2985,102
4744,4745,2011-07-21,2,0,7,14,0,4,1,1,0.9,0.5,0.3582,147
4745,4746,2011-07-21,2,0,7,15,0,4,1,1,0.9,0.53,0.2537,133
4746,4747,2011-07-21,2,0,7,16,0,4,1,1,0.92,0.48,0.2836,210
4747,4748,2011-07-21,2,0,7,17,0,4,1,1,0.92,0.45,0.2985,414
4748,4749,2011-07-21,2,0,7,18,0,4,1,1,0.9,0.5,0.2836,382
4749,4750,2011-07-21,2,0,7,19,0,4,1,1,0.86,0.67,0.2836,284
4750,4751,2011-07-21,2,0,7,20,0,4,1,1,0.84,0.71,0.2239,237
4751,4752,2011-07-21,2,0,7,21,0,4,1,1,0.82,0.75,0.2239,225
4752,4753,2011-07-21,2,0,7,22,0,4,1,1,0.82,0.71,0.1642,149
4753,4754,2011-07-21,2,0,7,23,0,4,1,1,0.8,0.71,0.1642,113
4754,4755,2011-07-22,2,0,7,0,0,5,1,1,0.82,0.63,0.1343,60
4755,4756,2011-07-22,2,0,7,1,0,5,1,1,0.8,0.63,0.0,24
4756,4757,2011-07-22,2,0,7,2,0,5,1,1,0.78,0.79,0.1343,14
4757,4758,2011-07-22,2,0,7,3,0,5,1,1,0.78,0.75,0.1045,7
4758,4759,2011-07-22,2,0,7,4,0,5,1,1,0.76,0.75,0.1045,13
4759,4760,2011-07-22,2,0,7,5,0,5,1,1,0.74,0.79,0.1045,19
4760,4761,2011-07-22,2,0,7,6,0,5,1,1,0.76,0.75,0.0896,96
4761,4762,2011-07-22,2,0,7,7,0,5,1,2,0.8,0.66,0.1045,252
4762,4763,2011-07-22,2,0,7,8,0,5,1,2,0.84,0.63,0.1642,322
4763,4764,2011-07-22,2,0,7,9,0,5,1,1,0.86,0.63,0.0896,208
4764,4765,2011-07-22,2,0,7,10,0,5,1,1,0.9,0.53,0.0896,115
4765,4766,2011-07-22,2,0,7,11,0,5,1,1,0.9,0.5,0.1045,109
4766,4767,2011-07-22,2,0,7,12,0,5,1,1,0.94,0.48,0.1642,115
4767,4768,2011-07-22,2,0,7,13,0,5,1,1,0.94,0.51,0.1642,123
4768,4769,2011-07-22,2,0,7,14,0,5,1,1,0.96,0.48,0.2985,101
4769,4770,2011-07-22,2,0,7,15,0,5,1,1,0.94,0.51,0.2985,133
4770,4771,2011-07-22,2,0,7,16,0,5,1,3,0.9,0.39,0.2985,182
4771,4772,2011-07-22,2,0,7,17,0,5,1,1,0.88,0.47,0.1045,306
4772,4773,2011-07-22,2,0,7,18,0,5,1,1,0.9,0.37,0.1642,284
4773,4774,2011-07-22,2,0,7,19,0,5,1,2,0.86,0.41,0.1045,250
4774,4775,2011-07-22,2,0,7,20,0,5,1,1,0.84,0.56,0.0,212
4775,4776,2011-07-22,2,0,7,21,0,5,1,1,0.82,0.59,0.0896,190
4776,4777,2011-07-22,2,0,7,22,0,5,1,2,0.84,0.49,0.0896,149
4777,4778,2011-07-22,2,0,7,23,0,5,1,1,0.8,0.63,0.194,103
4778,4779,2011-07-23,2,0,7,0,0,6,0,1,0.82,0.56,0.0,101
4779,4780,2011-07-23,2,0,7,1,0,6,0,1,0.82,0.52,0.1045,70
4780,4781,2011-07-23,2,0,7,2,0,6,0,1,0.82,0.52,0.0,61
4781,4782,2011-07-23,2,0,7,3,0,6,0,1,0.78,0.66,0.0896,22
4782,4783,2011-07-23,2,0,7,4,0,6,0,1,0.76,0.66,0.1045,9
4783,4784,2011-07-23,2,0,7,5,0,6,0,1,0.76,0.62,0.1343,7
4784,4785,2011-07-23,2,0,7,6,0,6,0,1,0.8,0.52,0.1343,25
4785,4786,2011-07-23,2,0,7,7,0,6,0,1,0.8,0.52,0.1045,45
4786,4787,2011-07-23,2,0,7,8,0,6,0,1,0.84,0.49,0.2537,109
4787,4788,2011-07-23,2,0,7,9,0,6,0,1,0.84,0.49,0.1642,132
4788,4789,2011-07-23,2,0,7,10,0,6,0,1,0.86,0.41,0.2239,198
4789,4790,2011-07-23,2,0,7,11,0,6,0,1,0.9,0.37,0.194,216
4790,4791,2011-07-23,2,0,7,12,0,6,0,1,0.92,0.37,0.1045,235
4791,4792,2011-07-23,2,0,7,13,0,6,0,1,0.94,0.38,0.1642,245
4792,4793,2011-07-23,2,0,7,14,0,6,0,1,0.92,0.42,0.0,236
4793,4794,2011-07-23,2,0,7,15,0,6,0,1,0.94,0.38,0.0,215
4794,4795,2011-07-23,2,0,7,16,0,6,0,1,0.94,0.38,0.1343,221
4795,4796,2011-07-23,2,0,7,17,0,6,0,1,0.94,0.38,0.1343,197
4796,4797,2011-07-23,2,0,7,18,0,6,0,1,0.92,0.4,0.2239,196
4797,4798,2011-07-23,2,0,7,19,0,6,0,2,0.82,0.59,0.1343,217
4798,4799,2011-07-23,2,0,7,20,0,6,0,1,0.82,0.59,0.2239,145
4799,4800,2011-07-23,2,0,7,21,0,6,0,1,0.82,0.59,0.2239,154
4800,4801,2011-07-23,2,0,7,22,0,6,0,1,0.8,0.59,0.194,125
4801,4802,2011-07-23,2,0,7,23,0,6,0,1,0.8,0.59,0.1045,104
4802,4803,2011-07-24,2,0,7,0,0,0,0,1,0.8,0.59,0.1045,119
4803,4804,2011-07-24,2,0,7,1,0,0,0,1,0.78,0.66,0.1045,96
4804,4805,2011-07-24,2,0,7,2,0,0,0,1,0.8,0.63,0.0896,60
4805,4806,2011-07-24,2,0,7,3,0,0,0,1,0.8,0.63,0.0896,37
4806,4807,2011-07-24,2,0,7,4,0,0,0,1,0.78,0.66,0.1045,6
4807,4808,2011-07-24,2,0,7,5,0,0,0,1,0.78,0.66,0.0896,8
4808,4809,2011-07-24,2,0,7,6,0,0,0,2,0.8,0.63,0.0896,22
4809,4810,2011-07-24,2,0,7,7,0,0,0,1,0.8,0.59,0.1343,35
4810,4811,2011-07-24,2,0,7,8,0,0,0,1,0.82,0.56,0.2836,104
4811,4812,2011-07-24,2,0,7,9,0,0,0,1,0.82,0.56,0.3881,154
4812,4813,2011-07-24,2,0,7,10,0,0,0,1,0.86,0.5,0.3284,226
4813,4814,2011-07-24,2,0,7,11,0,0,0,1,0.84,0.53,0.2537,243
4814,4815,2011-07-24,2,0,7,12,0,0,0,1,0.9,0.45,0.1642,246
4815,4816,2011-07-24,2,0,7,13,0,0,0,1,0.86,0.47,0.2239,252
4816,4817,2011-07-24,2,0,7,14,0,0,0,1,0.86,0.5,0.2836,283
4817,4818,2011-07-24,2,0,7,15,0,0,0,1,0.9,0.42,0.2537,238
4818,4819,2011-07-24,2,0,7,16,0,0,0,1,0.9,0.42,0.2537,249
4819,4820,2011-07-24,2,0,7,17,0,0,0,1,0.9,0.39,0.1045,249
4820,4821,2011-07-24,2,0,7,18,0,0,0,1,0.88,0.42,0.1642,243
4821,4822,2011-07-24,2,0,7,19,0,0,0,1,0.86,0.47,0.1642,240
4822,4823,2011-07-24,2,0,7,20,0,0,0,1,0.84,0.49,0.1642,195
4823,4824,2011-07-24,2,0,7,21,0,0,0,1,0.8,0.63,0.1343,153
4824,4825,2011-07-24,2,0,7,22,0,0,0,1,0.78,0.66,0.0,98
4825,4826,2011-07-24,2,0,7,23,0,0,0,2,0.76,0.7,0.0896,50
4826,4827,2011-07-25,2,0,7,0,0,1,1,2,0.76,0.7,0.0,34
4827,4828,2011-07-25,2,0,7,1,0,1,1,2,0.76,0.75,0.0896,12
4828,4829,2011-07-25,2,0,7,2,0,1,1,2,0.74,0.79,0.0896,6
4829,4830,2011-07-25,2,0,7,3,0,1,1,1,0.74,0.79,0.0,4
4830,4831,2011-07-25,2,0,7,4,0,1,1,1,0.72,0.84,0.0896,6
4831,4832,2011-07-25,2,0,7,5,0,1,1,1,0.72,0.84,0.0896,24
4832,4833,2011-07-25,2,0,7,6,0,1,1,2,0.72,0.84,0.0896,107
4833,4834,2011-07-25,2,0,7,7,0,1,1,2,0.74,0.79,0.0,277
4834,4835,2011-07-25,2,0,7,8,0,1,1,2,0.76,0.75,0.0,387
4835,4836,2011-07-25,2,0,7,9,0,1,1,1,0.8,0.66,0.0,135
4836,4837,2011-07-25,2,0,7,10,0,1,1,1,0.82,0.59,0.0,84
4837,4838,2011-07-25,2,0,7,11,0,1,1,2,0.84,0.59,0.194,107
4838,4839,2011-07-25,2,0,7,12,0,1,1,2,0.84,0.59,0.194,67
4839,4840,2011-07-25,2,0,7,13,0,1,1,2,0.74,0.74,0.1343,78
4840,4841,2011-07-25,2,0,7,14,0,1,1,2,0.72,0.79,0.194,90
4841,4842,2011-07-25,2,0,7,15,0,1,1,1,0.7,0.84,0.3881,112
4842,4843,2011-07-25,2,0,7,16,0,1,1,1,0.7,0.84,0.2239,198
4843,4844,2011-07-25,2,0,7,17,0,1,1,1,0.72,0.74,0.0,485
4844,4845,2011-07-25,2,0,7,18,0,1,1,1,0.74,0.74,0.0896,533
4845,4846,2011-07-25,2,0,7,19,0,1,1,1,0.74,0.7,0.0896,386
4846,4847,2011-07-25,2,0,7,20,0,1,1,1,0.72,0.74,0.1343,302
4847,4848,2011-07-25,2,0,7,21,0,1,1,1,0.7,0.84,0.0,194
4848,4849,2011-07-25,2,0,7,22,0,1,1,1,0.7,0.84,0.0,125
4849,4850,2011-07-25,2,0,7,23,0,1,1,1,0.7,0.84,0.0896,87
4850,4851,2011-07-26,2,0,7,0,0,2,1,1,0.7,0.79,0.1045,28
4851,4852,2011-07-26,2,0,7,1,0,2,1,1,0.7,0.79,0.1045,12
4852,4853,2011-07-26,2,0,7,2,0,2,1,1,0.68,0.89,0.1045,7
4853,4854,2011-07-26,2,0,7,3,0,2,1,1,0.68,0.89,0.1343,4
4854,4855,2011-07-26,2,0,7,4,0,2,1,1,0.68,0.88,0.1642,6
4855,4856,2011-07-26,2,0,7,5,0,2,1,1,0.66,0.89,0.0896,27
4856,4857,2011-07-26,2,0,7,6,0,2,1,1,0.68,0.83,0.2239,110
4857,4858,2011-07-26,2,0,7,7,0,2,1,1,0.72,0.66,0.2836,318
4858,4859,2011-07-26,2,0,7,8,0,2,1,1,0.74,0.55,0.194,424
4859,4860,2011-07-26,2,0,7,9,0,2,1,1,0.76,0.4,0.2239,187
4860,4861,2011-07-26,2,0,7,10,0,2,1,1,0.8,0.31,0.2239,138
4861,4862,2011-07-26,2,0,7,11,0,2,1,1,0.82,0.3,0.0,151
4862,4863,2011-07-26,2,0,7,12,0,2,1,1,0.84,0.28,0.0,147
4863,4864,2011-07-26,2,0,7,13,0,2,1,1,0.84,0.32,0.2985,182
4864,4865,2011-07-26,2,0,7,14,0,2,1,1,0.86,0.3,0.2836,147
4865,4866,2011-07-26,2,0,7,15,0,2,1,1,0.88,0.28,0.3284,163
4866,4867,2011-07-26,2,0,7,16,0,2,1,1,0.86,0.36,0.2836,254
4867,4868,2011-07-26,2,0,7,17,0,2,1,1,0.86,0.36,0.3582,537
4868,4869,2011-07-26,2,0,7,18,0,2,1,1,0.84,0.39,0.3881,546
4869,4870,2011-07-26,2,0,7,19,0,2,1,1,0.82,0.43,0.2985,398
4870,4871,2011-07-26,2,0,7,20,0,2,1,1,0.8,0.46,0.2537,290
4871,4872,2011-07-26,2,0,7,21,0,2,1,1,0.78,0.49,0.2239,267
4872,4873,2011-07-26,2,0,7,22,0,2,1,1,0.76,0.55,0.1343,158
4873,4874,2011-07-26,2,0,7,23,0,2,1,1,0.76,0.58,0.1045,89
4874,4875,2011-07-27,2,0,7,0,0,3,1,2,0.78,0.52,0.1642,45
4875,4876,2011-07-27,2,0,7,1,0,3,1,1,0.78,0.49,0.194,10
4876,4877,2011-07-27,2,0,7,2,0,3,1,1,0.76,0.52,0.2985,6
4877,4878,2011-07-27,2,0,7,3,0,3,1,1,0.72,0.58,0.1642,4
4878,4879,2011-07-27,2,0,7,4,0,3,1,1,0.72,0.51,0.194,4
4879,4880,2011-07-27,2,0,7,5,0,3,1,1,0.7,0.54,0.2836,18
4880,4881,2011-07-27,2,0,7,6,0,3,1,1,0.7,0.54,0.2239,123
4881,4882,2011-07-27,2,0,7,7,0,3,1,1,0.72,0.48,0.2537,347
4882,4883,2011-07-27,2,0,7,8,0,3,1,1,0.74,0.42,0.2537,433
4883,4884,2011-07-27,2,0,7,9,0,3,1,1,0.76,0.35,0.2537,216
4884,4885,2011-07-27,2,0,7,10,0,3,1,1,0.78,0.33,0.0,114
4885,4886,2011-07-27,2,0,7,11,0,3,1,1,0.8,0.31,0.0,136
4886,4887,2011-07-27,2,0,7,12,0,3,1,1,0.82,0.3,0.2836,169
4887,4888,2011-07-27,2,0,7,13,0,3,1,1,0.84,0.3,0.3582,180
4888,4889,2011-07-27,2,0,7,14,0,3,1,1,0.84,0.28,0.2239,127
4889,4890,2011-07-27,2,0,7,15,0,3,1,1,0.86,0.26,0.2537,140
4890,4891,2011-07-27,2,0,7,16,0,3,1,1,0.86,0.25,0.1642,268
4891,4892,2011-07-27,2,0,7,17,0,3,1,1,0.84,0.26,0.2239,572
4892,4893,2011-07-27,2,0,7,18,0,3,1,1,0.82,0.28,0.1045,541
4893,4894,2011-07-27,2,0,7,19,0,3,1,1,0.8,0.29,0.0896,375
4894,4895,2011-07-27,2,0,7,20,0,3,1,1,0.76,0.45,0.2239,294
4895,4896,2011-07-27,2,0,7,21,0,3,1,1,0.74,0.48,0.1045,245
